epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,1640.1,0.68912,0.35473,0.95613,0.99642,0.99829,0.99483,0.86416,0.61579,0.29877,0.92147,0.000902728,0.000902728,0.000902728
188,1649.59,0.70122,0.35074,0.95796,0.99713,0.99336,0.99496,0.87865,0.59673,0.28626,0.91392,0.000899898,0.000899898,0.000899898
189,1659.41,0.71629,0.35893,0.95778,0.99556,0.99829,0.99498,0.87083,0.60806,0.28624,0.91629,0.000897069,0.000897069,0.000897069
190,1669.55,0.70955,0.35146,0.95343,0.99462,0.99216,0.99486,0.86614,0.62419,0.28986,0.92316,0.00089424,0.00089424,0.00089424
191,1679.41,0.70493,0.34903,0.96231,0.98989,0.99749,0.99247,0.86334,0.63635,0.29374,0.92919,0.00089141,0.00089141,0.00089141
192,1688.33,0.73704,0.35584,0.96781,0.9954,0.99876,0.99487,0.87867,0.60191,0.28264,0.91354,0.000888581,0.000888581,0.000888581
193,1697.44,0.6893,0.34709,0.96182,0.98552,0.98462,0.99228,0.87787,0.59454,0.29763,0.90941,0.000885751,0.000885751,0.000885751
194,1706.2,0.71164,0.34935,0.977,0.99294,0.99829,0.99498,0.87606,0.58982,0.27509,0.90817,0.000882922,0.000882922,0.000882922
195,1715.16,0.69671,0.34284,0.96343,0.99692,0.99037,0.99463,0.8724,0.58637,0.27432,0.90408,0.000880093,0.000880093,0.000880093
196,1724.07,0.70894,0.34381,0.95939,0.99788,0.99867,0.995,0.87137,0.59212,0.2792,0.90749,0.000877263,0.000877263,0.000877263
197,1732.93,0.69063,0.34238,0.97676,0.99557,0.99764,0.99494,0.88207,0.57571,0.26712,0.90375,0.000874434,0.000874434,0.000874434
198,1742.24,0.69629,0.34128,0.96166,0.99728,0.9997,0.99499,0.87354,0.59287,0.26882,0.9079,0.000871604,0.000871604,0.000871604
199,1751.21,0.68543,0.34725,0.95964,0.99435,0.99948,0.995,0.8746,0.58007,0.27181,0.90396,0.000868775,0.000868775,0.000868775
200,1760.06,0.67773,0.34657,0.9477,0.98955,0.99352,0.99236,0.86827,0.59303,0.30858,0.90753,0.000865945,0.000865945,0.000865945
201,1768.95,0.69641,0.3518,0.9658,0.99862,0.99504,0.995,0.87392,0.59015,0.27615,0.90694,0.000863116,0.000863116,0.000863116
202,1778.31,0.67086,0.32981,0.94611,0.99243,0.99356,0.99418,0.8742,0.5835,0.30984,0.90446,0.000860287,0.000860287,0.000860287
203,1787.24,0.69473,0.34465,0.96094,0.99173,0.99829,0.99467,0.87809,0.57634,0.27455,0.9005,0.000857457,0.000857457,0.000857457
204,1796.36,0.70671,0.35575,0.96804,0.99006,0.99919,0.9934,0.87253,0.58422,0.28334,0.90251,0.000854628,0.000854628,0.000854628
205,1805.38,0.68335,0.33948,0.94659,0.99792,1,0.995,0.88067,0.57477,0.27025,0.89765,0.000851798,0.000851798,0.000851798
206,1814.41,0.69747,0.3505,0.96005,0.99079,0.99697,0.99453,0.87354,0.58988,0.29886,0.90439,0.000848969,0.000848969,0.000848969
207,1823.56,0.69452,0.35303,0.96521,0.97912,0.98712,0.9908,0.87315,0.58481,0.31817,0.90245,0.000846139,0.000846139,0.000846139
208,1832.57,0.66348,0.34013,0.95852,0.99285,0.99487,0.99364,0.88466,0.56445,0.28,0.89756,0.00084331,0.00084331,0.00084331
209,1842.02,0.68286,0.33811,0.95448,0.99594,0.9987,0.99486,0.89456,0.55051,0.25961,0.89141,0.000840481,0.000840481,0.000840481
210,1851.19,0.6723,0.33684,0.95328,0.99814,0.99816,0.995,0.88961,0.56033,0.26834,0.8985,0.000837651,0.000837651,0.000837651
211,1860.12,0.7031,0.3479,0.96882,0.99811,1,0.995,0.888,0.56438,0.26384,0.89941,0.000834822,0.000834822,0.000834822
212,1869.23,0.68868,0.34915,0.96202,0.99761,1,0.995,0.88338,0.5811,0.26989,0.90065,0.000831992,0.000831992,0.000831992
213,1878.34,0.72039,0.34883,0.9687,0.99501,0.99758,0.99488,0.88633,0.58161,0.26864,0.9004,0.000829163,0.000829163,0.000829163
214,1887.23,0.67403,0.3354,0.95296,0.99813,1,0.995,0.88657,0.5765,0.26263,0.89956,0.000826334,0.000826334,0.000826334
215,1896.31,0.68616,0.33573,0.94072,0.99786,0.99968,0.995,0.88394,0.58463,0.26871,0.90073,0.000823504,0.000823504,0.000823504
216,1905.36,0.68438,0.33799,0.95085,0.99625,0.99787,0.99346,0.8831,0.57477,0.26673,0.90144,0.000820675,0.000820675,0.000820675
217,1914.45,0.67695,0.34506,0.9519,0.99721,1,0.995,0.87813,0.57891,0.27328,0.90225,0.000817845,0.000817845,0.000817845
218,1923.56,0.70686,0.35071,0.96064,0.99792,0.99829,0.995,0.86783,0.57744,0.27026,0.89962,0.000815016,0.000815016,0.000815016
219,1932.58,0.67188,0.33549,0.9467,0.99581,0.99658,0.99488,0.87045,0.56764,0.27115,0.89855,0.000812186,0.000812186,0.000812186
220,1941.48,0.6573,0.32901,0.94475,0.99601,0.99779,0.99474,0.87417,0.56663,0.26816,0.89718,0.000809357,0.000809357,0.000809357
221,1950.77,0.65192,0.33197,0.94456,0.99292,0.9938,0.99413,0.86939,0.58324,0.27057,0.90727,0.000806528,0.000806528,0.000806528
222,1960.06,0.69539,0.33671,0.95903,0.99559,1,0.99499,0.88949,0.5449,0.26068,0.89149,0.000803698,0.000803698,0.000803698
223,1968.97,0.67677,0.3357,0.9485,0.99814,0.9997,0.995,0.88861,0.54137,0.25255,0.88891,0.000800869,0.000800869,0.000800869
224,1978.54,0.66318,0.33659,0.95133,0.99696,0.99829,0.995,0.88211,0.54545,0.25448,0.89162,0.000798039,0.000798039,0.000798039
225,1987.58,0.66412,0.32765,0.95047,0.9986,0.99532,0.995,0.88083,0.56716,0.25952,0.89709,0.00079521,0.00079521,0.00079521
226,1996.64,0.67163,0.33722,0.95408,0.99719,0.9988,0.995,0.87917,0.56344,0.26111,0.89802,0.00079238,0.00079238,0.00079238
227,2005.55,0.65834,0.33185,0.93153,0.99636,0.99933,0.995,0.89082,0.54476,0.25903,0.89382,0.000789551,0.000789551,0.000789551
228,2014.73,0.67311,0.33796,0.94644,0.99724,1,0.995,0.88382,0.56334,0.26198,0.89776,0.000786722,0.000786722,0.000786722
229,2023.89,0.65634,0.3263,0.961,0.99726,1,0.99499,0.88828,0.5425,0.27319,0.89188,0.000783892,0.000783892,0.000783892
230,2032.99,0.64882,0.32355,0.94489,0.99559,0.99816,0.99499,0.88515,0.54744,0.29312,0.89523,0.000781063,0.000781063,0.000781063
231,2042.08,0.67199,0.33433,0.96176,0.99751,0.99829,0.995,0.88987,0.54783,0.25566,0.89584,0.000778233,0.000778233,0.000778233
232,2051.05,0.66993,0.33344,0.93773,0.99826,0.99858,0.995,0.88852,0.54598,0.26158,0.89247,0.000775404,0.000775404,0.000775404
233,2060.17,0.65438,0.33065,0.94972,0.99697,0.99973,0.995,0.89585,0.53803,0.25269,0.88686,0.000772575,0.000772575,0.000772575
234,2069.54,0.65953,0.33186,0.94051,0.99846,0.99985,0.995,0.89288,0.53778,0.25051,0.888,0.000769745,0.000769745,0.000769745
235,2078.76,0.6415,0.32356,0.94481,0.99844,0.99849,0.995,0.89282,0.54965,0.25519,0.89098,0.000766916,0.000766916,0.000766916
236,2087.79,0.67343,0.33659,0.9512,0.99818,0.99829,0.995,0.89235,0.54287,0.253,0.88809,0.000764086,0.000764086,0.000764086
237,2096.75,0.66163,0.32977,0.94152,0.99945,0.99559,0.995,0.89392,0.54487,0.26654,0.8872,0.000761257,0.000761257,0.000761257
238,2105.83,0.64471,0.32567,0.94358,0.99811,0.99507,0.995,0.89671,0.52632,0.27189,0.88345,0.000758427,0.000758427,0.000758427
239,2115.2,0.62973,0.31341,0.94091,0.99776,0.99476,0.995,0.89321,0.52501,0.27548,0.88222,0.000755598,0.000755598,0.000755598
240,2124.25,0.64887,0.32643,0.93887,0.99582,0.99658,0.99465,0.89534,0.53533,0.27532,0.88633,0.000752769,0.000752769,0.000752769
241,2133.28,0.64829,0.32357,0.94001,0.99606,0.99336,0.9947,0.89813,0.54461,0.26383,0.88948,0.000749939,0.000749939,0.000749939
242,2142.65,0.64167,0.31948,0.953,0.99153,0.99892,0.99487,0.90429,0.5342,0.25011,0.88568,0.00074711,0.00074711,0.00074711
243,2151.92,0.63007,0.31857,0.92858,0.99648,0.99829,0.995,0.89832,0.53916,0.25016,0.88547,0.00074428,0.00074428,0.00074428
244,2160.93,0.62588,0.31463,0.93695,0.99815,0.99981,0.995,0.90158,0.5271,0.2422,0.88608,0.000741451,0.000741451,0.000741451
245,2169.9,0.70139,0.34066,0.97614,0.99798,1,0.995,0.8933,0.53814,0.2539,0.89009,0.000738622,0.000738622,0.000738622
246,2178.92,0.63895,0.32806,0.94408,0.99789,0.99829,0.995,0.89787,0.53451,0.25053,0.88702,0.000735792,0.000735792,0.000735792
247,2187.83,0.63888,0.32154,0.92429,0.9981,0.99874,0.995,0.89188,0.54575,0.25166,0.89125,0.000732963,0.000732963,0.000732963
248,2196.93,0.63134,0.31701,0.92872,0.99642,0.99985,0.995,0.89257,0.54577,0.24805,0.88787,0.000730133,0.000730133,0.000730133
249,2206.04,0.65081,0.32177,0.94941,0.99775,1,0.995,0.901,0.52568,0.245,0.88018,0.000727304,0.000727304,0.000727304
250,2215.1,0.64765,0.32095,0.93957,0.9986,1,0.995,0.89368,0.5324,0.24886,0.88315,0.000724474,0.000724474,0.000724474
251,2224.16,0.62496,0.31397,0.92819,0.99868,0.9997,0.995,0.89445,0.53372,0.24613,0.88478,0.000721645,0.000721645,0.000721645
252,2233.3,0.61519,0.30899,0.9237,0.99827,1,0.99499,0.90139,0.51507,0.23795,0.87852,0.000718816,0.000718816,0.000718816
253,2242.15,0.61335,0.30578,0.92599,0.99814,1,0.995,0.90984,0.51017,0.23775,0.87534,0.000715986,0.000715986,0.000715986
254,2251.54,0.64372,0.31795,0.96471,0.99581,1,0.99374,0.89856,0.52647,0.24599,0.88069,0.000713157,0.000713157,0.000713157
255,2260.62,0.62651,0.31884,0.94661,0.99661,0.99865,0.99361,0.89816,0.5297,0.25441,0.88329,0.000710327,0.000710327,0.000710327
256,2270.29,0.65455,0.31984,0.94996,0.99728,0.99829,0.995,0.90308,0.51253,0.24015,0.87549,0.000707498,0.000707498,0.000707498
257,2279.8,0.63717,0.30905,0.93709,0.99705,0.99847,0.995,0.89564,0.51587,0.2464,0.87731,0.000704668,0.000704668,0.000704668
258,2288.67,0.6439,0.32355,0.93756,0.99566,0.99829,0.99496,0.90007,0.5176,0.24277,0.88044,0.000701839,0.000701839,0.000701839
259,2297.64,0.60826,0.30314,0.92989,0.9951,0.99959,0.99489,0.90184,0.52136,0.24633,0.8826,0.00069901,0.00069901,0.00069901
260,2306.85,0.61228,0.30689,0.93564,0.99649,0.99829,0.99488,0.90682,0.51826,0.2397,0.87872,0.00069618,0.00069618,0.00069618
261,2315.83,0.63072,0.31295,0.94784,0.99863,1,0.99499,0.9088,0.50705,0.23767,0.87631,0.000693351,0.000693351,0.000693351
262,2325.03,0.64108,0.32074,0.9458,0.99709,0.99963,0.99498,0.90557,0.50979,0.24018,0.87598,0.000690521,0.000690521,0.000690521
263,2334.07,0.62381,0.30943,0.93514,0.99817,0.99829,0.995,0.89812,0.52912,0.24649,0.88095,0.000687692,0.000687692,0.000687692
264,2343.28,0.61604,0.30515,0.94225,0.99676,0.99829,0.99494,0.90175,0.53887,0.24975,0.88506,0.000684863,0.000684863,0.000684863
265,2352.51,0.62301,0.30641,0.94346,0.99852,1,0.995,0.90835,0.50821,0.23831,0.87709,0.000682033,0.000682033,0.000682033
266,2361.44,0.62645,0.30827,0.9257,0.99761,0.99879,0.995,0.90002,0.51777,0.25299,0.88023,0.000679204,0.000679204,0.000679204
267,2370.59,0.63727,0.31836,0.93973,0.99774,1,0.995,0.90522,0.51203,0.24391,0.87987,0.000676374,0.000676374,0.000676374
268,2379.72,0.60865,0.30634,0.92807,0.99759,1,0.995,0.90017,0.52148,0.24953,0.88115,0.000673545,0.000673545,0.000673545
269,2388.85,0.64543,0.31792,0.93539,0.99633,0.99829,0.99493,0.89712,0.52996,0.25321,0.88835,0.000670715,0.000670715,0.000670715
270,2398.11,0.58109,0.29737,0.91383,0.99823,0.99829,0.995,0.9025,0.52694,0.24874,0.88649,0.000667886,0.000667886,0.000667886
271,2407.07,0.62195,0.31458,0.92596,0.99593,0.99716,0.99463,0.89843,0.52301,0.2652,0.88641,0.000665057,0.000665057,0.000665057
272,2416.03,0.64344,0.31797,0.94364,0.99735,0.99829,0.99497,0.90819,0.50155,0.23456,0.87746,0.000662227,0.000662227,0.000662227
273,2425.09,0.60618,0.30442,0.92259,0.99839,1,0.995,0.91214,0.51118,0.23301,0.87771,0.000659398,0.000659398,0.000659398
274,2434.37,0.60841,0.30425,0.92928,0.99818,0.99973,0.995,0.91626,0.48999,0.22838,0.86989,0.000656568,0.000656568,0.000656568
275,2443.77,0.58963,0.29683,0.92373,0.99863,1,0.995,0.91624,0.48987,0.231,0.86904,0.000653739,0.000653739,0.000653739
276,2452.88,0.61441,0.31178,0.92301,0.99858,0.99745,0.995,0.914,0.49927,0.23361,0.87206,0.000650909,0.000650909,0.000650909
277,2461.9,0.60966,0.31171,0.92379,0.99749,0.99829,0.995,0.90489,0.50603,0.24519,0.87628,0.00064808,0.00064808,0.00064808
278,2470.93,0.62072,0.31614,0.92957,0.99454,0.99862,0.99499,0.90701,0.5144,0.24654,0.87935,0.000645251,0.000645251,0.000645251
279,2480.13,0.62875,0.31358,0.94224,0.99784,0.99829,0.995,0.90565,0.51742,0.24575,0.88072,0.000642421,0.000642421,0.000642421
280,2489.22,0.61734,0.31495,0.94159,0.9963,0.99551,0.99487,0.90799,0.50864,0.24526,0.87715,0.000639592,0.000639592,0.000639592
281,2498.55,0.60432,0.30041,0.92827,0.99611,0.99829,0.995,0.90935,0.50594,0.25429,0.87697,0.000636762,0.000636762,0.000636762
282,2507.67,0.62137,0.30866,0.92649,0.99765,0.99887,0.995,0.91527,0.48804,0.24689,0.87138,0.000633933,0.000633933,0.000633933
283,2516.93,0.60245,0.30646,0.92338,0.99838,0.99898,0.995,0.9136,0.48667,0.23459,0.86896,0.000631104,0.000631104,0.000631104
284,2525.83,0.60849,0.30536,0.92323,0.99316,0.99632,0.99399,0.91285,0.48684,0.24166,0.86967,0.000628274,0.000628274,0.000628274
285,2534.81,0.58534,0.29916,0.9108,0.9978,1,0.995,0.91139,0.47579,0.22851,0.86659,0.000625445,0.000625445,0.000625445
286,2544.24,0.59404,0.30191,0.91635,0.99795,1,0.995,0.9151,0.48054,0.23198,0.86758,0.000622615,0.000622615,0.000622615
287,2553.46,0.62197,0.30727,0.93885,0.99816,1,0.995,0.91729,0.47725,0.23211,0.86742,0.000619786,0.000619786,0.000619786
288,2563.41,0.58362,0.30073,0.91268,0.99773,1,0.995,0.92131,0.47231,0.22941,0.86476,0.000616956,0.000616956,0.000616956
289,2573.62,0.57785,0.29488,0.91823,0.99526,1,0.995,0.91721,0.4738,0.22996,0.86464,0.000614127,0.000614127,0.000614127
290,2582.7,0.59196,0.29269,0.93142,0.99862,0.99857,0.995,0.90888,0.4981,0.2658,0.87103,0.000611298,0.000611298,0.000611298
291,2591.8,0.60816,0.30209,0.94029,0.99378,0.99814,0.99383,0.91646,0.47846,0.23609,0.86565,0.000608468,0.000608468,0.000608468
292,2600.88,0.57809,0.29295,0.90898,0.99804,1,0.995,0.91954,0.47343,0.22482,0.86271,0.000605639,0.000605639,0.000605639
293,2610.2,0.58146,0.29364,0.91387,0.99853,1,0.995,0.91913,0.47468,0.22428,0.86261,0.000602809,0.000602809,0.000602809
294,2619.47,0.58529,0.28907,0.9211,0.99793,1,0.995,0.91904,0.46806,0.22198,0.86172,0.00059998,0.00059998,0.00059998
295,2628.46,0.59555,0.30618,0.928,0.99815,1,0.995,0.91377,0.47447,0.22654,0.86511,0.000597151,0.000597151,0.000597151
296,2637.65,0.59992,0.30002,0.92863,0.99821,0.99829,0.995,0.91403,0.48849,0.23499,0.86932,0.000594321,0.000594321,0.000594321
297,2646.86,0.60637,0.29522,0.92397,0.99808,1,0.995,0.91241,0.49169,0.22201,0.87212,0.000591492,0.000591492,0.000591492
298,2655.78,0.57061,0.29121,0.92412,0.99824,1,0.995,0.91687,0.4814,0.22551,0.86932,0.000588662,0.000588662,0.000588662
299,2664.87,0.58768,0.29223,0.91129,0.99802,1,0.995,0.91905,0.47522,0.22655,0.86663,0.000585833,0.000585833,0.000585833
300,2673.94,0.60096,0.29653,0.92547,0.99787,0.9997,0.995,0.91931,0.47793,0.2367,0.86707,0.000583003,0.000583003,0.000583003
301,2683.02,0.57243,0.28662,0.90593,0.99842,1,0.995,0.91954,0.47409,0.22252,0.86572,0.000580174,0.000580174,0.000580174
302,2692.05,0.57561,0.29107,0.92297,0.99819,1,0.995,0.91523,0.48973,0.23064,0.87005,0.000577345,0.000577345,0.000577345
303,2701.11,0.58411,0.29856,0.92674,0.9984,1,0.995,0.91941,0.47868,0.22455,0.86526,0.000574515,0.000574515,0.000574515
304,2710.33,0.59893,0.29586,0.92324,0.99786,1,0.995,0.92162,0.4771,0.22658,0.86225,0.000571686,0.000571686,0.000571686
305,2719.56,0.59658,0.30122,0.92017,0.99819,1,0.995,0.92488,0.46336,0.22186,0.86015,0.000568856,0.000568856,0.000568856
306,2729.13,0.5755,0.28999,0.92177,0.99849,1,0.995,0.9222,0.46829,0.22464,0.86161,0.000566027,0.000566027,0.000566027
307,2738.17,0.58986,0.29237,0.9229,0.99864,1,0.99499,0.92226,0.46884,0.22207,0.86318,0.000563197,0.000563197,0.000563197
308,2747.17,0.5942,0.29781,0.92115,0.99843,1,0.99499,0.92021,0.47441,0.22058,0.86314,0.000560368,0.000560368,0.000560368
309,2756.43,0.57046,0.29426,0.91024,0.99825,0.99835,0.995,0.91894,0.47423,0.22355,0.86251,0.000557539,0.000557539,0.000557539
310,2768.52,0.59172,0.30033,0.92743,0.99825,1,0.995,0.92537,0.46847,0.22251,0.86142,0.000554709,0.000554709,0.000554709
311,2780.02,0.57782,0.2929,0.91619,0.99734,1,0.995,0.92597,0.46837,0.21876,0.86066,0.00055188,0.00055188,0.00055188
312,2790.57,0.57186,0.2872,0.90848,0.99727,1,0.995,0.92753,0.4572,0.21706,0.85677,0.00054905,0.00054905,0.00054905
313,2800.91,0.55374,0.27793,0.9101,0.99882,0.99753,0.995,0.92761,0.46273,0.21908,0.85802,0.000546221,0.000546221,0.000546221
314,2811.17,0.58576,0.2978,0.92388,0.99444,0.99829,0.995,0.92123,0.4652,0.22269,0.85902,0.000543392,0.000543392,0.000543392
315,2821.1,0.58767,0.2964,0.91127,0.99845,1,0.995,0.92962,0.45558,0.21762,0.85707,0.000540562,0.000540562,0.000540562
316,2831.61,0.57426,0.28385,0.91351,0.99809,1,0.995,0.92973,0.45867,0.21614,0.85837,0.000537733,0.000537733,0.000537733
317,2841.68,0.57593,0.28757,0.91298,0.99883,0.99995,0.995,0.92585,0.45932,0.21568,0.85956,0.000534903,0.000534903,0.000534903
318,2850.29,0.56806,0.28335,0.90257,0.99676,1,0.995,0.92819,0.46135,0.21823,0.8583,0.000532074,0.000532074,0.000532074
319,2859,0.55514,0.2824,0.90887,0.99539,1,0.99469,0.92301,0.46966,0.22214,0.85903,0.000529244,0.000529244,0.000529244
320,2868.4,0.5857,0.29068,0.92195,0.99742,0.99358,0.99449,0.92199,0.45778,0.2406,0.85865,0.000526415,0.000526415,0.000526415
321,2877.01,0.60109,0.29797,0.92207,0.9924,0.99505,0.99427,0.91807,0.47125,0.25416,0.86152,0.000523586,0.000523586,0.000523586
322,2885.82,0.55598,0.28689,0.91719,0.99779,1,0.995,0.92478,0.4564,0.21686,0.85805,0.000520756,0.000520756,0.000520756
323,2894.68,0.55714,0.28338,0.91545,0.99769,1,0.995,0.92726,0.45405,0.21607,0.85768,0.000517927,0.000517927,0.000517927
324,2903.64,0.55933,0.28271,0.91536,0.9961,1,0.99499,0.92758,0.45744,0.21694,0.85849,0.000515097,0.000515097,0.000515097
325,2912.3,0.54045,0.27532,0.90248,0.98897,0.99685,0.99278,0.92497,0.46351,0.23172,0.85954,0.000512268,0.000512268,0.000512268
326,2921.21,0.58171,0.28811,0.91611,0.99693,0.99714,0.9946,0.92465,0.46823,0.22303,0.86144,0.000509438,0.000509438,0.000509438
327,2930.08,0.54697,0.28291,0.90687,0.99813,1,0.995,0.92967,0.45383,0.21183,0.85716,0.000506609,0.000506609,0.000506609
328,2938.86,0.57217,0.28131,0.91553,0.99824,1,0.995,0.92755,0.44598,0.21278,0.85513,0.00050378,0.00050378,0.00050378
329,2947.78,0.56945,0.28887,0.91767,0.99826,1,0.995,0.9288,0.45627,0.21176,0.85812,0.00050095,0.00050095,0.00050095
330,2956.65,0.55629,0.28289,0.91163,0.99803,0.99874,0.995,0.9291,0.45688,0.21609,0.85853,0.000498121,0.000498121,0.000498121
331,2965.46,0.53146,0.27172,0.89943,0.99585,0.99894,0.99496,0.92764,0.45833,0.216,0.85802,0.000495291,0.000495291,0.000495291
332,2975.36,0.5544,0.28179,0.91465,0.99832,1,0.995,0.92915,0.4438,0.20708,0.85344,0.000492462,0.000492462,0.000492462
333,2984.51,0.5607,0.28704,0.91844,0.99834,1,0.995,0.9259,0.45835,0.21308,0.85801,0.000489633,0.000489633,0.000489633
334,2993.49,0.55075,0.27411,0.91208,0.99838,1,0.995,0.92561,0.45686,0.21535,0.85833,0.000486803,0.000486803,0.000486803
335,3002.3,0.56514,0.28508,0.90821,0.99794,1,0.995,0.92847,0.45252,0.21379,0.85658,0.000483974,0.000483974,0.000483974
336,3011.42,0.5591,0.2777,0.9092,0.99755,1,0.995,0.9312,0.45046,0.2143,0.85647,0.000481144,0.000481144,0.000481144
337,3020.62,0.55405,0.28047,0.90439,0.99831,1,0.995,0.93316,0.44872,0.21016,0.85702,0.000478315,0.000478315,0.000478315
338,3029.75,0.54728,0.27488,0.90634,0.99839,1,0.995,0.934,0.44352,0.2094,0.85421,0.000475485,0.000475485,0.000475485
339,3039.05,0.57872,0.2827,0.92571,0.99761,1,0.995,0.93052,0.44334,0.20721,0.85382,0.000472656,0.000472656,0.000472656
340,3048.08,0.55634,0.27896,0.90717,0.99774,1,0.995,0.93168,0.43756,0.20648,0.85173,0.000469827,0.000469827,0.000469827
341,3057,0.54598,0.27868,0.90768,0.99771,1,0.995,0.93222,0.44171,0.21156,0.85359,0.000466997,0.000466997,0.000466997
342,3065.85,0.53986,0.27538,0.90493,0.99826,1,0.995,0.93372,0.44001,0.20705,0.85142,0.000464168,0.000464168,0.000464168
343,3074.57,0.56354,0.28479,0.90972,0.99809,1,0.995,0.93533,0.43505,0.20889,0.85058,0.000461338,0.000461338,0.000461338
344,3083.91,0.56947,0.29217,0.91489,0.99782,1,0.995,0.92565,0.43473,0.20611,0.85129,0.000458509,0.000458509,0.000458509
345,3092.72,0.56416,0.27875,0.91208,0.99809,1,0.995,0.93096,0.43279,0.20505,0.85082,0.00045568,0.00045568,0.00045568
346,3101.81,0.5392,0.27479,0.89794,0.99739,1,0.995,0.93702,0.43246,0.20388,0.85084,0.00045285,0.00045285,0.00045285
347,3110.85,0.55006,0.27984,0.90808,0.99828,1,0.995,0.93861,0.42923,0.20547,0.85127,0.000450021,0.000450021,0.000450021
348,3120.52,0.54306,0.27527,0.90542,0.99823,1,0.995,0.93832,0.42409,0.20528,0.85072,0.000447191,0.000447191,0.000447191
349,3129.45,0.54192,0.28434,0.91099,0.99811,1,0.995,0.9324,0.4311,0.20697,0.85221,0.000444362,0.000444362,0.000444362
350,3138.39,0.53985,0.27436,0.90939,0.99833,1,0.995,0.93481,0.42617,0.20438,0.84908,0.000441532,0.000441532,0.000441532
351,3147.35,0.54216,0.27761,0.91241,0.99789,1,0.995,0.93799,0.42934,0.20935,0.8477,0.000438703,0.000438703,0.000438703
352,3156.38,0.54461,0.27894,0.9165,0.99809,1,0.995,0.93802,0.42863,0.20249,0.84852,0.000435874,0.000435874,0.000435874
353,3166.37,0.54794,0.27823,0.90629,0.99826,1,0.995,0.93456,0.43077,0.20626,0.84864,0.000433044,0.000433044,0.000433044
354,3175.38,0.54119,0.27397,0.90657,0.99825,1,0.995,0.93176,0.43294,0.20616,0.85052,0.000430215,0.000430215,0.000430215
355,3184.38,0.52466,0.27052,0.90686,0.99839,1,0.995,0.93793,0.42945,0.20372,0.84968,0.000427385,0.000427385,0.000427385
356,3193.31,0.52537,0.27021,0.90881,0.998,1,0.995,0.93855,0.42002,0.20342,0.84691,0.000424556,0.000424556,0.000424556
357,3202.18,0.52915,0.27088,0.90555,0.99822,1,0.995,0.93894,0.422,0.1999,0.84713,0.000421726,0.000421726,0.000421726
358,3211.2,0.52686,0.2703,0.89519,0.99798,1,0.995,0.93762,0.43291,0.2033,0.84929,0.000418897,0.000418897,0.000418897
359,3219.98,0.54342,0.2683,0.90017,0.99735,1,0.99498,0.93759,0.43067,0.20405,0.84804,0.000416068,0.000416068,0.000416068
360,3228.75,0.54967,0.27787,0.9064,0.996,0.99857,0.99496,0.9339,0.42554,0.20341,0.8473,0.000413238,0.000413238,0.000413238
361,3237.67,0.53238,0.27,0.89963,0.99762,0.99979,0.99498,0.93586,0.42547,0.20037,0.84727,0.000410409,0.000410409,0.000410409
362,3246.5,0.54595,0.27189,0.91208,0.99831,1,0.995,0.93569,0.42911,0.20147,0.84689,0.000407579,0.000407579,0.000407579
363,3255.35,0.52795,0.269,0.89512,0.99787,1,0.995,0.94133,0.41313,0.19787,0.84378,0.00040475,0.00040475,0.00040475
364,3264.76,0.54808,0.26974,0.90596,0.99791,1,0.995,0.94056,0.42033,0.20044,0.84542,0.000401921,0.000401921,0.000401921
365,3273.75,0.54229,0.27489,0.90306,0.99813,1,0.995,0.94158,0.42099,0.19961,0.84445,0.000399091,0.000399091,0.000399091
366,3282.87,0.52299,0.2641,0.90252,0.99784,1,0.995,0.94295,0.41122,0.19641,0.84202,0.000396262,0.000396262,0.000396262
367,3292.1,0.50559,0.26141,0.90119,0.99784,1,0.995,0.94149,0.41197,0.19657,0.84228,0.000393432,0.000393432,0.000393432
368,3304.4,0.52746,0.26819,0.89914,0.99755,1,0.995,0.94093,0.41347,0.19766,0.841,0.000390603,0.000390603,0.000390603
369,3319.39,0.52872,0.26452,0.90759,0.9973,1,0.995,0.9417,0.40968,0.19519,0.84108,0.000387773,0.000387773,0.000387773
370,3332.89,0.52819,0.27097,0.89733,0.99786,1,0.995,0.94452,0.41398,0.19664,0.84297,0.000384944,0.000384944,0.000384944
371,3346.12,0.51304,0.2663,0.89091,0.99792,1,0.995,0.94486,0.40463,0.19486,0.84116,0.000382115,0.000382115,0.000382115
372,3358.25,0.51651,0.26589,0.90284,0.99781,1,0.995,0.9439,0.40287,0.19395,0.83991,0.000379285,0.000379285,0.000379285
373,3369.4,0.49517,0.25575,0.89747,0.99801,1,0.995,0.94553,0.39551,0.19316,0.8386,0.000376456,0.000376456,0.000376456
374,3381.12,0.53137,0.26661,0.89793,0.9982,0.9998,0.995,0.94571,0.39937,0.19344,0.8383,0.000373626,0.000373626,0.000373626
375,3393.07,0.52698,0.25701,0.90682,0.99809,0.99983,0.995,0.94765,0.40011,0.19494,0.83858,0.000370797,0.000370797,0.000370797
376,3404.56,0.51991,0.26446,0.89865,0.99812,1,0.995,0.94876,0.39702,0.19297,0.83952,0.000367967,0.000367967,0.000367967
377,3415.77,0.50912,0.26066,0.89548,0.99766,1,0.995,0.94761,0.39939,0.1952,0.83918,0.000365138,0.000365138,0.000365138
